Code,Hotel Name,Roomnights,Sale,Cost,Date,Country
CODE|43541,"Arabian Park Dubai, an Edge by Rotana Hotel",1451,36275,27569,"02, 2019",UAE
CODE|43506,Arabian Palm Hotel,1681,42025,33620,"10, 2019",Saudi Arabia
CODE|43471,Arabian Nights Hotel,431,12499,6465,"02, 2019",Egypt
CODE|43436,Arabian Dreams Hotel Apartments,1504,31584,30080,"03, 2019",UAE
CODE|43401,Arabian Courtyard Hotel & Spa,312,8112,5304,"07, 2019",الإمارات
CODE|43366,Arabian Court At One & Only Royal Mirage,869,21725,13035,"12, 2019",UAE
CODE|43331,Arabia Azur Resort,1863,42849,31671,"05, 2019",مصر
CODE|43296,Arabella Residence,99,2772,1683,"12, 2019",مصر
CODE|43261,Arabella Azur Resort - All Inclusive,68,1496,1292,"08, 2019",مصر
CODE|43226,Arabela Amman Hotel,1038,20760,18684,"11, 2019",الأردن
CODE|43191,AR Los Arcos Hotel,1966,41286,37354,"10, 2019",Spain
CODE|43156,Aquzz Inn & Spa,314,8792,6280,"09, 2019",Maldives
CODE|43121,Aquis Mare Nostrum Hotel Thalasso,847,18634,16093,"04, 2019",Not Found
CODE|43086,Aquila Hotel,1848,53592,33264,"04, 2019",السعودية
CODE|43051,Aqueen Paya Lebar Hotel,1394,40426,25092,"06, 2019",Singapore
CODE|43016,Aqueen Hotel Lavender,1904,47600,32368,"11, 2019",Singapore
CODE|42981,Aquaworld Belek,306,6732,5814,"07, 2019",تركيا
CODE|42946,Aquatio Cave Luxury Hotel & SPA,922,21206,16596,"10, 2019",إيطاليا
CODE|42911,Aquarium Hotel Istanbul,272,8160,5440,"07, 2019",Not Found
CODE|42876,Aquamarina Beach Hotel Cancun,1236,33372,18540,"04, 2019",Mexico
CODE|42841,Aquamare Beach Hotel & Spa,1346,37688,20190,"10, 2019",قبرص
CODE|42806,Aqualux Hotel Spa & Suite Bardolino,530,12720,9010,"11, 2019",Italy
CODE|42771,Aqua Liberty Hotel,681,16344,13620,"02, 2019",جورجيا
CODE|42736,Aqua Fantasy Aquapark Hotel & Spa,1366,39614,25954,"11, 2019",تركيا
CODE|42701,Aqua Batumi Hotel & Apartments,509,14761,7635,"01, 2019",Georgia
CODE|42666,Aqua Aurelia Suitenhotel,67,1876,1273,"03, 2019",Germany
CODE|42631,Aqua Aloha Surf Waikiki Hotel,815,22820,14670,"01, 2019",USA
CODE|42596,Aprilis Hotel,37,1073,555,"02, 2019",تركيا
CODE|42561,Aprilis Gold Hotel,157,3925,2826,"01, 2019",تركيا
CODE|42526,Apra International,1255,36395,21335,"12, 2019",Not Found
CODE|42491,Apple Villas & Apartments,1930,54040,34740,"05, 2019",Indonesia
CODE|42456,Appart'hôtel Victoria Garden Bordeaux ***,120,3120,2400,"11, 2019",France
CODE|42421,Appart'hôtel Odalys Ferney Genève,1256,26376,25120,"11, 2019",France
CODE|42386,Appart'hôtel Odalys City Le Clos de la Chartreuse,1434,38718,24378,"12, 2019",France
CODE|42351,Appartementhaus Mühle,1117,27925,21223,"09, 2019",Österreich
CODE|42316,Appartementhaus Cityxpress by All in One Apartments,1183,23660,17745,"10, 2019",Austria
CODE|42281,Appart'City Versailles Magny Les Hameaux,1128,32712,16920,"02, 2019",France
CODE|42246,Appart'City Versailles Louveciennes,146,2920,2482,"04, 2019",Not Found
CODE|42211,Appart'City Strasbourg Aéroport,402,9246,6030,"03, 2019",France
CODE|42176,Appart'City Paris Clichy Mairie,813,18699,13821,"05, 2019",فرنسا
CODE|42141,Appart'City Marseille Euromed - Appart Hôtel,782,17986,14076,"12, 2019",France
CODE|42106,Appart'City Lyon Part-Dieu - Appart Hôtel ex-Park&Suites,1488,41664,29760,"04, 2019",France
CODE|42071,Appart'City Confort Paris Grande Bibliothèque - Appart Hôtel,1889,43447,32113,"12, 2019",France
CODE|42036,Appart'City Confort Marne La Vallée Val d'Europe - Appart Hôtel ex Park&Suites,265,6095,5035,"05, 2019",Not Found
CODE|42001,Appart'City Clermont-Ferrand Centre - Appart Hôtel,1930,50180,36670,"02, 2019",France
CODE|41966,Appart Hôtel Le Rio,614,14122,10438,"05, 2019",المغرب
CODE|41931,Apotek Hotel by Keahotels,1775,53250,31950,"11, 2019",Iceland
CODE|41896,Apollonion,1420,32660,28400,"06, 2019",Greece
CODE|41861,Apollo Opéra Hôtel,1048,23056,19912,"01, 2019",فرنسا
CODE|41826,Apollo Hotel Utrecht City Centre,1578,44184,28404,"12, 2019",Netherlands
CODE|41791,Apollo Hotel Lelystad City Centre,766,17618,13788,"03, 2019",Netherlands
CODE|41756,"Apollo Hotel Amsterdam, a Tribute Portfolio Hotel",861,19803,14637,"11, 2019",Netherlands
CODE|41721,Apollo Hotel Almere City Centre,1752,45552,33288,"02, 2019",هولندا
CODE|41686,Apollo Hotel,282,5922,5640,"11, 2019",Netherlands
CODE|41651,Apollo,125,3375,2375,"08, 2019",Not Found
CODE|41616,Apollinaire Nice,525,15225,9975,"07, 2019",فرنسا
CODE|41581,APK Resort & Spa,53,1325,954,"12, 2019",Not Found
CODE|41546,Aphrodite Beach Hotel,281,7306,4777,"10, 2019",Cyprus
CODE|41511,Apex City of London Hotel,1681,45387,25215,"09, 2019",UK
CODE|41476,Apex City of Glasgow Hotel,733,19058,13194,"11, 2019",UK
CODE|41441,Apartment-Hotel Hamburg Mitte,1410,39480,22560,"06, 2019",Germany
CODE|41406,Apartmenthaus Seilergasse,1421,41209,28420,"01, 2019",Österreich
CODE|41371,ApartHotel Pergamin,506,10120,9614,"07, 2019",Poland
CODE|41336,APART-HOTEL operated by HILTON,1756,35120,35120,"11, 2019",Switzerland
CODE|41301,Aparthotel Mariano Cubi,255,5355,4845,"04, 2019",Spain
CODE|41266,Apart-hotel Imeretinskiy - The Coastline complex,579,12159,9264,"07, 2019",Russia
CODE|41231,Aparthotel ILUNION Tartessus Sancti Petri,1146,24066,19482,"10, 2019",Spain
CODE|41196,Aparthotel g3 Galeón,1135,27240,17025,"12, 2019",España
CODE|41161,Aparthotel Ferrer Skyline,392,9800,6272,"01, 2019",Spain
CODE|41126,Aparthotel Exe Campus San Mames,1823,45575,30991,"05, 2019",Spain
CODE|41091,Aparthotel El Pinar,668,16032,13360,"01, 2019",Spain
CODE|41056,Aparthotel Blau Parc,207,5589,3519,"04, 2019",Spain
CODE|41021,Aparthotel Atenea Barcelona,1794,46644,28704,"10, 2019",Spain
CODE|40986,Aparthotel Albufera,219,6132,4161,"03, 2019",Spain
CODE|40951,Aparthotel Adagio Vienna City,221,4641,3536,"04, 2019",Austria
CODE|40916,Aparthotel Adagio Strasbourg Place Kléber,160,4640,2720,"08, 2019",فرنسا
CODE|40881,Aparthotel Adagio Serris - Val d'Europe,125,3625,2125,"07, 2019",فرنسا
CODE|40846,Aparthotel Adagio Rome Vatican,1328,33200,19920,"01, 2019",Italy
CODE|40811,Aparthotel Adagio Premium Dubai Al Barsha,1541,46230,29279,"07, 2019",الإمارات
CODE|40776,Aparthotel Adagio Porte de Versailles,544,14144,9792,"08, 2019",France
CODE|40741,Aparthotel Adagio Paris Vincennes,1616,37168,32320,"06, 2019",فرنسا
CODE|40706,Aparthotel Adagio Paris Montrouge,1857,37140,33426,"09, 2019",فرنسا
CODE|40671,Aparthotel Adagio Paris Montmartre,19,551,342,"03, 2019",France
CODE|40636,Aparthotel Adagio Paris Centre Tour Eiffel,1839,45975,27585,"11, 2019",France
CODE|40601,Aparthotel Adagio Paris 19eme Cité de la Musique,495,13365,9405,"03, 2019",France
CODE|40566,Aparthotel Adagio Nice Centre,1741,47007,31338,"09, 2019",France
CODE|40531,Aparthotel Adagio München City,308,8008,5236,"04, 2019",ألمانيا
CODE|40496,Aparthotel Adagio Marne la Vallée Val d'Europe,1299,38970,25980,"03, 2019",France
CODE|40461,Aparthotel Adagio London Brentford,864,21600,17280,"10, 2019",المملكة المتحدة
CODE|40426,Aparthotel Adagio Liverpool City Centre,104,3016,1768,"12, 2019",UK
CODE|40391,Aparthotel Adagio La Defense Kleber,1361,39469,23137,"12, 2019",فرنسا
CODE|40356,Aparthotel Adagio la Défense Courbevoie,1237,34636,23503,"05, 2019",France
CODE|40321,Aparthotel Adagio Geneve Mont Blanc,1994,51844,29910,"02, 2019",سويسرا
CODE|40286,Aparthotel Adagio Fujairah,813,18699,13821,"04, 2019",UAE
CODE|40251,Aparthotel Adagio Frankfurt City Messe,321,7383,4815,"10, 2019",Germany
CODE|40216,Aparthotel Adagio Edinburgh Royal Mile,677,16925,12186,"04, 2019",UK
CODE|40181,Aparthotel Adagio Dubai Deira,1068,28836,17088,"03, 2019",UAE
CODE|40146,Aparthotel Adagio Brussels Grand Place,250,7250,4750,"01, 2019",Belgium
CODE|40111,Aparthotel Adagio Birmingham City Centre,90,2610,1710,"05, 2019",UK
CODE|40076,Aparthotel Adagio Annecy Centre,1788,44700,33972,"11, 2019",فرنسا
CODE|40041,Aparthotel Adagio Access Strasbourg Petite France,1726,41424,27616,"01, 2019",France
CODE|40006,Aparthotel Adagio Access Strasbourg Illkirch,939,25353,17841,"03, 2019",France
CODE|39971,Aparthotel Adagio Access Poitiers,1784,48168,32112,"04, 2019",France
CODE|39936,Aparthotel Adagio Access Paris Saint Denis Pleyel,842,22734,15156,"08, 2019",فرنسا
CODE|39901,Aparthotel Adagio Access Paris Maisons Alfort,1357,33925,27140,"02, 2019",France
CODE|39866,Aparthotel Adagio Access Paris Clichy,502,14558,8032,"06, 2019",France
CODE|39831,Aparthotel Adagio Access Paris Asnieres,1245,36105,24900,"02, 2019",فرنسا
CODE|39796,Aparthotel Adagio Access Nantes Viarme,990,28710,14850,"03, 2019",فرنسا
CODE|39761,Aparthotel Adagio Abu Dhabi Al Bustan,1231,34468,19696,"12, 2019",الإمارات
CODE|39726,Aparthotel Acuazul,1125,22500,22500,"01, 2019",إسبانيا
CODE|39691,Apartemen Grand Palace Kemayoran,1185,24885,22515,"12, 2019",Indonesia
CODE|39656,ApartaSuites Satellite,1978,49450,39560,"10, 2019",Not Found
CODE|39621,Apartaments Bon Repòs,258,6450,3870,"05, 2019",Spain
CODE|39586,Apartaments Beach & Golf Resort,1512,33264,27216,"08, 2019",إسبانيا
CODE|39551,Apartamentos Vistamojacar,1063,21260,18071,"03, 2019",Not Found
CODE|39516,Apartamentos Vibra Tivoli,398,9950,7164,"07, 2019",Spain
CODE|39481,Apartamentos Vibra Riviera,864,20736,17280,"11, 2019",Spain
CODE|39446,Apartamentos Vibra Jabeque Dreams,1961,54908,31376,"06, 2019",إسبانيا
CODE|39411,Apartamentos Vértice Sevilla Aljarafe,1533,30660,29127,"07, 2019",إسبانيا
CODE|39376,Apartamentos Turisticos Madanis,431,11206,6896,"05, 2019",Not Found
CODE|39341,Apartamentos Turísticos Artemisa Sevilla,1751,47277,26265,"11, 2019",Not Found
CODE|39306,Apartamentos Torreluz,324,7776,5832,"02, 2019",Spain
CODE|39271,Apartamentos Sunway Tara,171,4788,2907,"11, 2019",Spain
CODE|39236,Apartamentos Stella Maris,1332,26640,22644,"08, 2019",Spain
CODE|39201,Apartamentos Roisa Centro,1730,38060,32870,"05, 2019",إسبانيا
CODE|39166,APARTAMENTOS PALM GARDEN,1938,48450,38760,"12, 2019",Spain
CODE|39131,Apartamentos Matute 11,1753,36813,33307,"11, 2019",Spain
CODE|39096,Apartamentos Maribel,363,8349,7260,"01, 2019",Spain
CODE|39061,Apartamentos Luxmar,1270,26670,22860,"07, 2019",إسبانيا
CODE|39026,Apartamentos Loar,1996,39920,35928,"12, 2019",Spain
CODE|38991,Apartamentos LEO,576,13248,8640,"08, 2019",إسبانيا
CODE|38956,Apartamentos Green Park,653,15019,11101,"12, 2019",Spain
CODE|38921,Apartamentos GHM Sabica,1706,39238,32414,"01, 2019",Spain
CODE|38886,Apartamentos Flamingo Benidorm,1942,44666,33014,"04, 2019",España
CODE|38851,Apartamentos Espahotel Gran Vía,530,12720,9540,"07, 2019",España
CODE|38816,Apartamentos Esmeralda,14,378,238,"03, 2019",Spain
CODE|38781,Apartamentos Dunas Club,928,25984,18560,"09, 2019",إسبانيا
CODE|38746,Apartamentos Cumana,719,16537,13661,"05, 2019",Spain
CODE|38711,Apartamentos Corona Roja,789,18936,11835,"11, 2019",España
CODE|38676,Apartamentos Best Michelangelo,1366,32784,24588,"10, 2019",إسبانيا
CODE|38641,Apartamentos Augusta,199,4577,3184,"11, 2019",إسبانيا
CODE|38606,Apartamentos Alta,1844,55320,33192,"07, 2019",Spain
CODE|38571,Apartamentos Albatros,1701,39123,30618,"01, 2019",إسبانيا
CODE|38536,Apartamento Loft Montserrat 1,1075,27950,17200,"01, 2019",Not Found
CODE|38501,Apartahotel Smartline Los Jazmines,426,9372,6390,"08, 2019",Spain
CODE|38466,Apartahotel Paris Bercy,1302,36456,19530,"03, 2019",France
CODE|38431,Apartahotel First Flatotel International,695,18765,11120,"03, 2019",Spain
CODE|38396,Apartahotel Arena Center,872,23544,13080,"08, 2019",Spain
CODE|38361,"APART HOTEL ""TANGERINE""",1347,28287,21552,"12, 2019",Georgia
CODE|38326,Apart Altamira,1055,28485,17935,"01, 2019",النمسا
CODE|38291,APA Hotel Shinjuku Kabukicho Tower,1596,33516,25536,"05, 2019",Japan
CODE|38256,APA Hotel Ochanomizu-Ekikita,1329,39870,23922,"08, 2019",Japan
CODE|38221,APA Hotel Midosujihonmachieki Higashi,512,12800,10240,"02, 2019",Japan
CODE|38186,A-One The Royal Cruise Hotel,1508,43732,25636,"07, 2019",Thailand
CODE|38151,A-One Star Hotel Pattaya,1697,49213,30546,"11, 2019",Thailand
CODE|38116,A-One Bangkok Hotel,682,17732,11594,"05, 2019",Thailand
CODE|38081,Aonang Princeville Villa Resort & Spa,719,20851,11504,"11, 2019",تايلاند
CODE|38046,Anyavee Tubkaek Beach Resort,1985,55580,37715,"08, 2019",Thailand
CODE|38011,Anwar Al Madinah Mövenpick Hotel,1658,44766,29844,"10, 2019",Saudi Arabia
CODE|37976,Anulekha Resort & Villa,1354,37912,23018,"09, 2019",Not Found
CODE|37941,Anugraha Boutique Hotel,1339,29458,24102,"07, 2019",Not Found
CODE|37906,Anugrah Hotel,441,13230,8379,"10, 2019",Indonesia
CODE|37871,Antusa Palace Hotel & Spa,1612,45136,29016,"08, 2019",تركيا
CODE|37836,Antony Palace Hotel,1668,43368,31692,"06, 2019",Italy
CODE|37801,Antony Hotel,896,25088,15232,"06, 2019",Italy
CODE|37766,Antonios Hotel,1979,39580,37601,"12, 2019",Greece
CODE|37731,Antis Hotel,928,25056,15776,"08, 2019",Turkey
CODE|37696,Antique Roman Palace,4,84,60,"07, 2019",Turkey
CODE|37661,Antique Hostel,1132,32828,16980,"03, 2019",Turkey
CODE|37626,Antillia Health Club,1143,34290,22860,"01, 2019",Not Found
CODE|37591,Antik Hotel Istanbul,1105,22100,22100,"03, 2019",تركيا
CODE|37556,Anthos Apartments,1250,27500,20000,"02, 2019",Greece
CODE|37521,Antea Palace Hotel & Spa,23,621,345,"12, 2019",تركيا
CODE|37486,Antea Hotel,645,19350,12900,"09, 2019",تركيا
CODE|37451,Antares Hotel Rubens,360,8280,7200,"08, 2019",Italy
CODE|37416,Ansa Kuala Lumpur,668,16032,12692,"07, 2019",Malaysia
CODE|37381,Annecy - Les Hauts d'Annecy,1374,39846,21984,"12, 2019",France
CODE|37346,"Annapolis Waterfront Hotel, Autograph Collection",956,26768,19120,"01, 2019",USA
CODE|37311,Anmaria Beach Hotel,1676,41900,26816,"04, 2019",Cyprus
CODE|37276,Anker Hotel,283,8490,4245,"06, 2019",النرويج
CODE|37241,Ankara HiltonSA,1042,26050,17714,"03, 2019",تركيا
CODE|37206,Anjum Hotel Makkah,955,24830,15280,"08, 2019",السعودية
CODE|37171,Anjer Hotel Bosphorus,341,8184,5115,"04, 2019",Turkey
CODE|37136,Anil Hotel,1438,30198,24446,"09, 2019",تركيا
CODE|37101,Ani Plaza Hotel,1004,20080,16064,"10, 2019",أرمينيا
CODE|37066,Ani Grand Hotel Yerevan,1667,41675,31673,"08, 2019",أرمينيا
CODE|37031,Angsana Villas Resort Phuket,1932,42504,32844,"12, 2019",تايلاند
CODE|36996,Angsana Velavaru,1206,24120,19296,"03, 2019",المالديف
CODE|36961,Angsana Teluk Bahang,958,27782,16286,"11, 2019",ماليزيا
CODE|36926,Angsana Laguna Phuket,567,12474,11340,"08, 2019",تايلاند
CODE|36891,Angsana Balaclava,1056,29568,15840,"09, 2019",Mauritius
CODE|36856,Angleterre Hotel,1169,28056,19873,"02, 2019",France
CODE|36821,Angleterre & Résidence,1663,41575,26608,"03, 2019",Switzerland
CODE|36786,Angeles Beach Club Hotel,962,25974,16354,"10, 2019",Philippines
CODE|36751,Angaga Island Resort & Spa,1879,39459,37580,"11, 2019",Not Found
CODE|36716,ANEZI TOWER HOTEL,895,23270,14320,"01, 2019",المغرب
CODE|36681,Anemos Beach Lounge,1240,26040,18600,"12, 2019",Not Found
CODE|36646,Anemon Trabzon Hotel,1591,31820,30229,"06, 2019",تركيا
CODE|36611,Anemon Samsun Otel,287,7175,5166,"04, 2019",تركيا
CODE|36576,Anemon Ordu Restaurant,354,8850,6372,"07, 2019",Turkey
CODE|36541,Anemon Ordu Otel,364,7280,6188,"06, 2019",تركيا
CODE|36506,Anemon Konya Hotel,1653,44631,28101,"10, 2019",تركيا
CODE|36471,Anemon iskenderun Otel,1913,51651,32521,"01, 2019",Turkey
CODE|36436,Anemon Antakya Hotel,1755,49140,31590,"03, 2019",Turkey
CODE|36401,Andronis Concept Wellness Resort,1951,46824,33167,"10, 2019",Greece
CODE|36366,Andronikos Hotel,1604,48120,28872,"10, 2019",اليونان
CODE|36331,Andron hotel,1083,29241,20577,"12, 2019",روسيا
CODE|36296,Andreola Central Hotel,908,22700,15436,"02, 2019",Italy
CODE|36261,Andorra Park Hotel,1354,39266,25726,"05, 2019",Andorra
CODE|36226,Andaz Vienna Am Belvedere,1759,47493,33421,"06, 2019",النمسا
CODE|36191,Andaz Singapore,46,1150,782,"09, 2019",Not Found
CODE|36156,Andaz Napa,934,18680,14010,"05, 2019",USA
CODE|36121,Andaz London Liverpool Street,39,1014,585,"02, 2019",UK
CODE|36086,Andaz Capital Gate Abu Dhabi,1207,33796,18105,"03, 2019",UAE
CODE|36051,Andaz by Hyatt – Palm Jumeirah,610,18300,9150,"12, 2019",UAE
CODE|36016,Andatel Grandé Patong Phuket Hotel,243,6318,3645,"01, 2019",Not Found
CODE|35981,Andamantra Resort & Villas Phuket,875,21875,15750,"02, 2019",تايلاند
CODE|35946,"Andaman Embrace Patong, Phuket",357,8211,7140,"01, 2019",Thailand
CODE|35911,Andaman Beach Suites Hotel,344,9632,5848,"04, 2019",Thailand
CODE|35876,Ancient Sands Resort,351,7020,6669,"09, 2019",Egypt
CODE|35841,Ancasa Residences Port Dickson,47,1410,893,"06, 2019",Malaysia
CODE|35806,Ancasa Hotel Kuala Lumpur,1807,37947,32526,"10, 2019",Malaysia
CODE|35771,AnCasa Express @ Pudu,1529,30580,25993,"12, 2019",Not Found
CODE|35736,Anatolian Houses,1043,25032,18774,"01, 2019",Turkey
CODE|35701,Anatolia Hotels Thessaloniki,810,22680,15390,"04, 2019",Greece
CODE|35666,Anatolia Hotel,1609,43443,25744,"01, 2019",تركيا
CODE|35631,Anatelein Boutique Cave Hotel,1932,52164,32844,"08, 2019",Turkey
CODE|35596,Anantara World Islands Dubai Resort,868,19096,13020,"03, 2019",UAE
CODE|35561,Anantara Veli Maldives Resort,1671,46788,30078,"04, 2019",Maldives
CODE|35526,Anantara Uluwatu Bali Resort,1312,38048,26240,"11, 2019",Indonesia
CODE|35491,Anantara The Palm Dubai Resort,216,5400,3240,"12, 2019",UAE
CODE|35456,Anantara Sir Bani Yas Island Al Yamm Villa Resort,1077,24771,17232,"04, 2019",UAE
CODE|35421,Anantara Sir Bani Yas Island Al Sahel Villa Resort,306,6120,5814,"08, 2019",UAE
CODE|35386,Anantara Siam Bangkok Hotel,174,4698,3306,"04, 2019",تايلاند
CODE|35351,Anantara Seminyak Bali Resort,867,17340,16473,"02, 2019",Indonesia
CODE|35316,Anantara Riverside Bangkok Resort,1652,46256,29736,"06, 2019",تايلاند
CODE|35281,Anantara Quy Nhon Villas,23,529,437,"10, 2019",Vietnam
CODE|35246,Anantara Palazzo Naiadi,338,7774,5746,"11, 2019",إيطاليا
CODE|35211,Anantara New York Palace Budapest Hotel,1354,27080,27080,"04, 2019",Hungary
CODE|35176,Anantara Mai Khao Phuket Villas,449,11225,7184,"01, 2019",تايلاند
CODE|35141,Anantara Layan Phuket Resort,849,22074,16131,"12, 2019",تايلاند
CODE|35106,Anantara Kihavah Maldives Villas,1286,38580,23148,"12, 2019",Maldives
CODE|35071,Anantara Iko Mauritius Resort & Villas,1038,26988,19722,"12, 2019",موريشيوس
CODE|35036,Anantara Hua Hin Resort & Spa,499,13473,7485,"04, 2019",تايلاند
CODE|35001,Anantara Hoi An,1841,44184,29456,"12, 2019",Vietnam
CODE|34966,Anantara Grand Hotel Krasnapolsky Amsterdam,1054,31620,17918,"12, 2019",هولندا
CODE|34931,Anantara Eastern Mangroves Abu Dhabi Hotel,1486,40122,29720,"03, 2019",UAE
CODE|34896,Anantara Downtown Dubai Hotel,1635,40875,32700,"10, 2019",الإمارات
CODE|34861,Anantara Desaru Coast Resort & Villas,1318,34268,22406,"08, 2019",ماليزيا
CODE|34826,Anantara Chiang Mai Resort,691,19348,13820,"11, 2019",تايلاند
CODE|34791,Anantara Bophut Koh Samui Resort,41,861,697,"09, 2019",Thailand
CODE|34756,Anantara Bazaruto Island Resort & Spa,1523,42644,24368,"12, 2019",Mozambique
CODE|34721,Anantara Al Jabal Al Akhdar Resort,719,20132,12942,"03, 2019",Oman
CODE|34686,"Ananta Spa & Resort, Pushkar",473,9460,8987,"03, 2019",الهند
CODE|34651,Analina Rooms,209,4598,4180,"02, 2019",Not Found
CODE|34616,Anahita Golf & Spa Resort Mauritius,774,18576,14706,"11, 2019",موريشيوس
CODE|34581,Anaheim Portofino Inn & Suites,1403,29463,28060,"04, 2019",USA
CODE|34546,Anaheim Marriott,254,6096,5080,"01, 2019",USA
CODE|34511,Anaheim Majestic Garden Hotel,1419,39732,26961,"01, 2019",USA
CODE|34476,Anahata Villas & Spa Resort,1080,22680,19440,"01, 2019",إندونيسيا
CODE|34441,ANA InterContinental Tokyo,266,7448,5320,"06, 2019",Japan
CODE|34406,ANA Crowne Plaza Toyama,556,11676,8896,"03, 2019",اليابان
CODE|34371,ANA Crowne Plaza Hotel Nagasaki Gloverhill,1634,39216,29412,"12, 2019",Japan
CODE|34336,ANA Crowne Plaza Hotel Kyoto,1761,51069,29937,"05, 2019",Japan
CODE|34301,ANA Crowne Plaza Hotel Grand Court Nagoya,1160,24360,23200,"03, 2019",Japan
CODE|34266,ANA Crowne Plaza Hotel Fukuoka,226,6780,3616,"05, 2019",Japan
CODE|34231,ANA Crowne Plaza Hiroshima,1978,53406,29670,"05, 2019",اليابان
CODE|34196,"Amway Grand Plaza, Curio Collection by Hilton",1780,39160,35600,"09, 2019",أمريكا
CODE|34161,Amwaj Rotana - JBR,870,17400,17400,"12, 2019",الإمارات
CODE|34126,Amsterdam Teleport Hotel,286,7436,5434,"02, 2019",Netherlands
CODE|34091,Amsterdam Marriott Hotel,319,6699,5742,"12, 2019",هولندا
CODE|34056,Amsterdam ID Aparthotel,1121,23541,21299,"02, 2019",Netherlands
CODE|34021,Amsterdam Downtown Hotel,1951,50726,33167,"07, 2019",Netherlands
CODE|33986,Amrey Sant Pau,1664,38272,31616,"12, 2019",إسبانيا
CODE|33951,Amrâth Grand Hotel de l'Empereur,646,14212,10982,"12, 2019",Netherlands
CODE|33916,Amphoras Blu Hotel,1176,28224,21168,"09, 2019",مصر
CODE|33881,Amphoras Beach,378,7938,7182,"04, 2019",Egypt
CODE|33846,Amphoras Aqua Hotel,1435,38745,24395,"06, 2019",مصر
CODE|33811,Amoun Hotel,266,5586,5054,"03, 2019",Not Found
CODE|33776,Amorgos Boutique Hotel,1838,55140,31246,"07, 2019",Cyprus
CODE|33741,Amora Ubud Boutique Villas,862,18102,17240,"04, 2019",Indonesia
CODE|33706,Amora NeoLuxe Bangkok,908,18160,14528,"04, 2019",Thailand
CODE|33671,Amora Hotel Jamison Sydney,1575,31500,29925,"05, 2019",Australia
CODE|33636,Ammonite Hotel Amsterdam,498,10956,7470,"10, 2019",Netherlands
CODE|33601,Amman West Hotel,1000,29000,16000,"04, 2019",Jordan
CODE|33566,Amman Rotana,1145,27480,22900,"02, 2019",الأردن
CODE|33531,Amman Palace Hotel,846,19458,13536,"06, 2019",Jordan
CODE|33496,Amman Orchid Hotel,1225,24500,22050,"07, 2019",الأردن
CODE|33461,Amman Marriott Hotel,14,420,252,"02, 2019",Jordan
CODE|33426,Amman International Hotel,1398,33552,25164,"11, 2019",Jordan
CODE|33391,Amman Inn Hotel,1601,41626,27217,"12, 2019",Jordan
CODE|33356,Amman Airport Hotel,1610,46690,28980,"02, 2019",Jordan
CODE|33321,Amjad Royal Suites Hotel,1062,25488,21240,"06, 2019",Not Found
CODE|33286,Amister Apartments,972,20412,19440,"02, 2019",Spain
CODE|33251,Amir Palace,584,13432,11680,"03, 2019",تونس
CODE|33216,Amigo hotel,383,8426,6511,"01, 2019",مصر
CODE|33181,Amigo City Centre Hotel ****,1601,38424,24015,"06, 2019",Czech Republic
CODE|33146,Ametyst Hotel Prague: 4 Star Boutique Hotel in Prague City Centre,665,15960,11305,"03, 2019",Czech Republic
CODE|33111,Amethyst Hotel,892,25868,16056,"12, 2019",تركيا
CODE|33076,AMERON Hotel Regent,1829,36580,32922,"06, 2019",Germany
CODE|33041,AMERON Hotel Königshof,1907,55303,34326,"10, 2019",Not Found
CODE|33006,Ameritania at Times Square,1923,57690,38460,"03, 2019",USA
CODE|32971,Americas Best Value Inn Kelso,1154,28850,19618,"09, 2019",USA
CODE|32936,Americas Best Value Inn Dodger Stadium Hollywood,24,600,384,"07, 2019",USA
CODE|32901,Americas Best Value Inn,1032,21672,20640,"05, 2019",USA
CODE|32866,American Palace Eur,189,4914,3024,"02, 2019",Italy
CODE|32831,America Diamonds Hotel,910,22750,16380,"11, 2019",Portugal
CODE|32796,Amerian Salta Hotel,610,17080,9760,"02, 2019",Not Found
CODE|32761,Amerian Portal del Iguazú,680,13600,11560,"06, 2019",Argentina
CODE|32726,Amerian Hotel Casino Carlos V,564,11280,10152,"06, 2019",Not Found
CODE|32691,Amérian Executive Córdoba Hotel,209,5643,3762,"05, 2019",Argentina
CODE|32656,Amérian Córdoba Park Hotel,1972,51272,39440,"09, 2019",Argentina
CODE|32621,Ameri Plaza Hotel,1465,41020,21975,"05, 2019",جورجيا
CODE|32586,AMC Royal Hotel & Spa,1674,40176,33480,"01, 2019",مصر
CODE|32551,Ambrosia Hotel,1738,39974,27808,"10, 2019",Turkey
CODE|32516,Ambre Mauritius,774,20898,12384,"09, 2019",Mauritius
CODE|32481,Ambiance Suites Cancun,615,14145,10455,"09, 2019",Mexico
CODE|32446,Ambiance Hotel,1305,39150,22185,"05, 2019",مصر
CODE|32411,Amberton hotel,404,11312,7676,"08, 2019",Lithuania
CODE|32376,Amber Hotel Istanbul,623,14952,11837,"09, 2019",تركيا
CODE|32341,Amber Hotel,1751,52530,26265,"08, 2019",تركيا
CODE|32306,Amber Cave Suites,291,8148,5529,"11, 2019",Turkey
CODE|32271,Ambassadors Hotel,222,6438,3552,"09, 2019",Nigeria
CODE|32236,Ambassadors Bloomsbury Hotel,827,18194,13232,"10, 2019",UK
CODE|32201,Ambassador Transit Lounge Singapore T2,1964,58920,37316,"12, 2019",Singapore
CODE|32166,Ambassador Suites Jeddah,1669,35049,30042,"01, 2019",السعودية
